#
# Output Filename: power_avg.out
# Generation Time: 3-August-2015_07:36:10 (UTC)
# File Contents:   Average Power Values
#
# EPS Version:     v2.5.36
#
# CFG Template:    v3.19
# EDF Template:    v3.12
# ITL Template:    v3.10
# EVF Template:    v3.1
#
# POR Definition:  CRID issue C4
# EVF (ESOC FD):   DDID appendix-H v2.1
#
# Input Timeline:  BC-SFT2_FM-FUNC_VER-ITL-GEN01A.itl
# Input CFG:       eps.cfg
# Input EDF:       bepi.edf
# MDB version:     SISBCMAS "PFM v5.0 (1, 5, 0)"
# Input EVF:       bepi_events_mpo_sft.evf
#

#Ref_date: 6-October-2022

Elapsed time,Total,ANTENNA_X,ANTENNA_KA,SSMM,BELA,ISA,MERMAG,MERTIS,MGNS,MIXS_SIXS,PHEBUS,SERENA,SIMBIOSYS
000_21:57:39,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:40,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:41,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:42,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:43,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:44,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:45,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:46,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:47,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:48,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:49,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:50,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:51,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:52,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:53,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:54,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:55,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:56,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:57,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:58,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:57:59,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:00,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:01,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:02,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:03,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:04,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:05,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:06,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:07,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:08,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:09,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:10,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:11,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:12,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:13,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:14,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:15,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:16,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:17,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:18,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:19,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:20,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:21,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:22,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:23,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:24,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:25,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:26,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:27,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:28,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:29,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:30,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:31,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:32,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:33,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:34,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:35,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:36,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:37,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:38,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:39,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:40,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:41,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:42,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:43,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:44,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:45,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:46,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:47,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:48,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:49,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:50,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:51,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:52,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:53,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:54,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:55,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:56,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:57,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:58,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:58:59,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:00,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:01,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:02,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:03,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:04,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:05,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:06,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:07,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:08,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:09,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:10,68.960,0.000,0.000,0.000,13.470,11.750,0.000,18.900,5.000,0.000,0.000,6.600,13.240
000_21:59:11,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:12,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:13,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:14,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:15,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:16,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:17,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:18,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:19,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:20,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:21,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:22,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:23,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:24,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:25,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:26,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:27,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:28,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:29,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:30,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:31,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:32,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:33,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:34,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:35,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:36,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:37,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:38,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:39,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:40,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:41,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:42,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:43,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:44,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:45,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:46,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:47,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:48,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:49,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:50,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:51,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:52,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:53,67.460,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,6.600,13.240
000_21:59:54,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_21:59:55,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_21:59:56,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_21:59:57,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_21:59:58,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_21:59:59,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:00,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:01,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:02,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:03,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:04,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:05,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:06,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:07,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:08,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:09,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:10,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:11,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:12,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:13,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:14,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:15,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:16,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:17,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:18,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:19,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:20,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:21,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:22,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:23,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:24,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:25,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:26,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:27,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:28,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:29,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:30,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:31,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:32,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:33,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:34,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:35,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:36,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:37,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:38,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:39,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:40,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:41,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:42,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:43,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:44,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:45,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:46,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:47,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:48,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:49,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:50,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:51,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:52,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:53,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:54,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:55,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:56,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:57,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:58,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:00:59,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:00,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:01,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:02,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:03,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:04,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:05,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:06,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:07,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:08,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:09,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:10,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:11,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:12,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:13,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:14,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:15,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:16,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:17,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:18,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:19,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:20,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:21,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:22,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:23,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
000_22:01:24,63.260,0.000,0.000,0.000,13.470,11.750,0.000,18.900,3.500,0.000,0.000,2.400,13.240
